ocid,id,quantity,description,unit_name,unit_scheme,unit_amount,unit_currency,classification_id,classification_scheme
ocds-5wno2w-CDC-GADPN-009-2019-58415,2908331-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,16800.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADPN-010-2019-58415,2908403-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,13000.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADPN-01-2019-112708,2804077-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA OBRAS CONEXAS,Unidad,SERCOP,2674.0,USD,833420414,CPC
ocds-5wno2w-CDC-GADPN-02-2019-112708,2935272-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,3564.99,USD,839900114,CPC
ocds-5wno2w-CDC-GADPN-04-2019-112325,2956423-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,800.0,USD,839900011,CPC
ocds-5wno2w-CDC-GADPN-05-2019-112325,2979478-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,800.0,USD,839900011,CPC
ocds-5wno2w-CDC-GADPNF-001-2019-208513,2916303-DS-SO,1,SERVICIOS DE PREDISENO DE INGENIERIA PARA EDIFICIOS RESIDENCIALES,Unidad,SERCOP,3214.29,USD,833310013,CPC
ocds-5wno2w-CDC-GADPNF-002-2019-208513,2932308-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE ELABORACION DE PRO,Unidad,SERCOP,17857.14,USD,831110711,CPC
ocds-5wno2w-CDC-GADPN-O1-2019-112325,2892389-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE  PLANES DE CAMBIO ,Unidad,SERCOP,26000.0,USD,831110511,CPC
ocds-5wno2w-CDC-GADPNT-02-2019-117563,2958602-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,13385.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPO-003-2019-125195,2884703-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3303.57,USD,839900111,CPC
ocds-5wno2w-CDC-GADPO-004-2019-125195,2892361-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,20000.0,USD,831110011,CPC
ocds-5wno2w-CDC-GADPO-01-COP-19-29112,2963410-DS-SO,1,AUDITORIA DE LOS SISTEMAS DE GESTION DE CALIDAD Y/O AMBIENTAL,Unidad,SERCOP,18000.0,USD,831110914,CPC
ocds-5wno2w-CDC-GADPO-02-CGP-19-29112,2807253-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA  PUENTES,Unidad,SERCOP,67963.92,USD,833420112,CPC
ocds-5wno2w-CDC-GADPO-02-COP-19-29112,2944141-DS-SO,1,SERVICIO DE CONSULTORIA EN INGENIERIA SANITARIA AMBIENTAL,Unidad,SERCOP,30000.0,USD,832110112,CPC
ocds-5wno2w-CDC-GADPRA-02-2019-114934,2929149-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,23400.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPP-001-2019.-139001,2936967-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,12000.0,USD,831110212,CPC
ocds-5wno2w-CDC-GAD-PP-01-2019-109937,2886532-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,4663.62,USD,839900011,CPC
ocds-5wno2w-CDC-GADPP-01-2019-406433,2780328-DS-SO,1,SERVICIOS DE PLANIFICACION Y DISENO PAISAJISTICO DE PARQUES,Unidad,SERCOP,53000.0,USD,832220012,CPC
ocds-5wno2w-CDC-GADPP-01-2019PI-114626,2805059-DS-SO,1,SERVICIOS DE GESTION DE PROYECTOS RELACIONADOS CON LA CONSTRUCCION DE OBRAS DE INGENIERIA CIVIL DE INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,Unidad,SERCOP,15000.0,USD,833220513,CPC
ocds-5wno2w-CDC-GADPP-10-2019-2426,2874963-DS-SO,1,ACTUALIZACION DE PLANES DE MANEJO AMBIENTAL,Unidad,SERCOP,5300.0,USD,831310014,CPC
ocds-5wno2w-CDC-GADPP-11-2019-2426,2887372-DS-SO,1,SERVICIOS PROPORCIONADOS POR INSTITUTOS DE ESTADISTICAS Y DE PLANIFICACION EN LOS DIFERENTES NIVELES DE LA ADMINISTRACION,Unidad,SERCOP,29955.36,USD,911130111,CPC
ocds-5wno2w-CDC-GADPP-13-2019-2426,2889112-DS-SO,1,"ELABORACION (ANALISIS, DISENO Y PROGRAMACION) DE PROGRAMAS DE INFORMATICA",Unidad,SERCOP,70800.0,USD,831420011,CPC
ocds-5wno2w-CDC-GADPP-14-2019-2426,2908280-DS-SO,1," SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE  AUDITORIA DE LA FUNCION ",Unidad,SERCOP,47800.0,USD,831130011,CPC
ocds-5wno2w-CDC-GADPP-15-2019-2426,2936283-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,16700.0,USD,831190011,CPC
ocds-5wno2w-CDC-GADPP-16-2019-R-2426,2979861-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,42857.14,USD,831310011,CPC
ocds-5wno2w-CDC-GADPP-17-2019-2426,2933323-DS-SO,1,"SERVICIOS DE DESARROLLO REGIONALES, INDUSTRIALES O DE TURISMO",Unidad,SERCOP,35714.29,USD,831290011,CPC
ocds-5wno2w-CDC-GADPP-18-2019-2426,2932264-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,45200.0,USD,831110011,CPC
ocds-5wno2w-CDC_GADPP_2019_001-406433,2766792-DS-SO,1,SERVICIOS DE ASESORAMIENTO Y PREDISENO DE INGENIERIA PARA EDIFICIOS COMERCIALES,Unidad,SERCOP,23006.85,USD,833310113,CPC
ocds-5wno2w-CDC-GADPP-20-2019-2426,2935138-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,10500.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADPP-2-2019-2426,2780031-DS-SO,1,"ACREDITACION ORGANISMOS DE CERTIFICACION DE SISTEMAS, PRODUCTOS Y PERSONAS",Unidad,SERCOP,10000.0,USD,831110916,CPC
ocds-5wno2w-CDC-GADPP-23-2019-2426,2940953-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,41990.0,USD,831110011,CPC
ocds-5wno2w-CDC-GADPP-24-2019-2426,2956873-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,21835.0,USD,831310013,CPC
ocds-5wno2w-CDC-GADPP-25-2019-2426,2944108-DS-SO,1,"SERVICIOS DE INVESTIGACION Y DESARROLLO EXPERIMENTAL RELACIONADOS CON TECNICAS AGRICOLAS, FRUTICULTURA, SILVICULTURA, CRIA DE ANIMALES, PESCA, ETC.",Unidad,SERCOP,22321.0,USD,811400011,CPC
ocds-5wno2w-CDC-GADPP-27-2019-2426,2950002-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE  PLANES DE CAMBIO ,Unidad,SERCOP,24000.0,USD,831110511,CPC
ocds-5wno2w-CDC-GADPP-29-2019-2426,2956788-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,62669.2,USD,831310011,CPC
ocds-5wno2w-CDC-GADPP-31-2019-2426,2970528-DS-SO,1,SERVICIOS DE INVESTIGACION Y DESARROLLO EXPERIMENTAL EN OTRAS CIENCIAS SOCIALES Y HUMANIDADES,Unidad,SERCOP,25000.0,USD,812900011,CPC
ocds-5wno2w-CDC-GADPP-33-2019-2426,2969827-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,32762.72,USD,831310011,CPC
ocds-5wno2w-CDC-GADPP-35-2019-2426,2967639-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,8900.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADPP-36-2019-2426,2966142-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,8992.05,USD,831310013,CPC
ocds-5wno2w-CDC-GADPP-4-2019-2426,2804840-DS-SO,1,"SERVICIO DE CONSULTORIA DE CATASTRO DE REDES DE ALCANTARILLADO, POZOS DE REVISIÓN, SUMIDEROS, ETC",Unidad,SERCOP,4100.0,USD,831390051,CPC
ocds-5wno2w-CDC-GPL-2019-001-2470,2774826-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,44750.86,USD,839900114,CPC
ocds-5wno2w-CDC-GADPP-42-2019-2426,2980397-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,28644.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADPP-47-2019-2426,2983147-DS-SO,1,SERVICIOS DE ASESORAMIENTO Y PREDISENO DE INGENIERIA PARA PUENTES,Unidad,SERCOP,15298.0,USD,833320112,CPC
ocds-5wno2w-CDC-GADPP-49-2019-2426,2983548-DS-SO,1,SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION PUEDEN INCLUIR UNA O MAS DE LAS SIGUIENTES ACTI,Unidad,SERCOP,5660.0,USD,831150011,CPC
ocds-5wno2w-CDC-GADPP-50-2019-2426,2983419-DS-SO,1,ESTUDIOS DE LEVANTAMIENTO TOPOGRAFICO,Unidad,SERCOP,29344.31,USD,835300215,CPC
ocds-5wno2w-CDC-GADPP-51-2019-2426,2980864-DS-SO,1,SERVICIOS DE CONSULTORIA DE PROTECCION DE SUPERFICIE,Unidad,SERCOP,2340.0,USD,8351000117,CPC
ocds-5wno2w-CDC-GADPP-6-2019-2426,2817679-DS-SO,1,SERVICIOS DE INVESTIGACION RELACIONADOS CON EL MEDIO AMBIENTE,Unidad,SERCOP,20160.0,USD,811900011,CPC
ocds-5wno2w-CDC-GADPP-7-2019-2426,2828879-DS-SO,1,SERVICIOS DE ASESORAMIENTO Y PREDISENO DE INGENIERIA PARA CALLES,Unidad,SERCOP,49592.93,USD,833320013,CPC
ocds-5wno2w-CDC-GADPP-8-2019-2426,2831092-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,22832.15,USD,831310011,CPC
ocds-5wno2w-CDC-GADPP-9-2019-2426,2869906-DS-SO,1,LEVANTAMIENTO DE INVENTARIOS Y CODIFICACION,Unidad,SERCOP,5500.0,USD,831150112,CPC
ocds-5wno2w-CDC-GADPPC-2019-002-112417,2922843-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,17857.14,USD,831110211,CPC
ocds-5wno2w-CDC-GADPPz-002-2019-24084,2814956-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,14500.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADPPz-003-2019-24084,2832411-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,14500.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADPPz-005-2019-24084,2895843-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,10000.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADPRA-03-2019-114934,2971104-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,3000.0,USD,839900011,CPC
ocds-5wno2w-CDC-GADPPz-006-2019-24084,2922896-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,7889.0,USD,831310013,CPC
ocds-5wno2w-CDC-GADPPz-008-2019-24084,2925042-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,15805.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADPPz-010-2019-24084,2970077-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,17857.14,USD,831310011,CPC
ocds-5wno2w-CDC-GADPPz-011-2019-24084,2972082-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,63360.0,USD,831110911,CPC
ocds-5wno2w-CDC_GADPQ-001-2019-126009,2845769-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,4112.61,USD,839900111,CPC
ocds-5wno2w-CDC_GADPQ-002-2019-126009,2911186-DS-SO,1,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA, PLANIFICACION Y DISENO Y OTRAS CUE",Unidad,SERCOP,15000.0,USD,831150811,CPC
ocds-5wno2w-CDC_GADPQ-003-2019-126009,2931101-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,1500.0,USD,839900114,CPC
ocds-5wno2w-CDC_GADPQ-004-2019-126009,2932310-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA OBRAS CONEXAS,Unidad,SERCOP,1372.21,USD,833420414,CPC
ocds-5wno2w-CDC-GADPQ-02-2019Q-119990,2928611-DS-SO,1,SERVICIOS DE GESTION DE PROYECTOS RELACIONADOS CON LA CONSTRUCCION DE OBRAS DE INGENIERIA CIVIL DE INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,Unidad,SERCOP,6000.0,USD,833220513,CPC
ocds-5wno2w-CDC-GADPQ-2019-04-88963,2959698-DS-SO,1,"CONSULTORIA CIENTIFICA , TECNICA RELACIONADA CON LA CARTOGRAFIA, CATASTROS Y GEOGRAFIA",Unidad,SERCOP,31200.0,USD,8354000110,CPC
ocds-5wno2w-CDC-GADPR-002-2019-112571,2890111-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,25000.0,USD,831110011,CPC
ocds-5wno2w-CD-C-GADPR5J-002-18-283536,2763304-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,2409.86,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRA-001-2019-409642,2907723-DS-SO,1,SERVICIOS DE DIRECCION TECNICA EN OBRAS DE CONTRUCCION,Unidad,SERCOP,2678.57,USD,839900122,CPC
ocds-5wno2w-CDC-GADPRA-002-2019-98511,2914854-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,Unidad,SERCOP,13000.0,USD,833420513,CPC
ocds-5wno2w-RE-EERSSA-031-2019-3240,2879238-DS-SO,1,SERVICIO DE CONTRATACIÓN DE PUBLICIDAD CON UV TELEVISION,Unidad,SERCOP,3600.0,USD,836200014,CPC
ocds-5wno2w-CDC-GADPRA-2-2019-409642,2939324-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,2500.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRAL-001-2019-107297,2924881-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,25000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPRAM-001-2019-105345,2933758-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,25000.0,USD,831110212,CPC
ocds-5wno2w-CDC-GADPRAM-002-2019-105345,2965063-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,2880.0,USD,839900114,CPC
ocds-5wno2w-CDC-GADPRAM-005-2019-105345,2973008-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,2686.3,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRAM-006-2019-105345,2975152-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,59518.71,USD,839900011,CPC
ocds-5wno2w-CDC-GADPRAM-007-2019-105345,2976143-DS-SO,1,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE,  PREPARACION DE PLANOS DE PLANTAS DEL EDIFICIO, DEL EMPLAZAMIENTO Y DEL ASPECTO EXTERIOR",Unidad,SERCOP,48464.81,USD,832120111,CPC
ocds-5wno2w-CDC-GADPRAM-01-FI-18-110844,2763951-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,7086.77,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRAS-001-2019-111516,2902028-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,1186.92,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRAS-002-2019-111516,2931512-DS-SO,1,"SERVICIOS DE CONSULTORIA CIENTIFICA PRESTADOS POR MATEMATICOS, ESTADISTICOS, ETC.",Unidad,SERCOP,26000.0,USD,831390011,CPC
ocds-5wno2w-CDC-GADPRAS-02-2019-111516,2950806-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,1763.76,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRB-003-2019.-119867,2886107-DS-SO,1,CONSULTORIA DE TURISMO,Unidad,SERCOP,53000.0,USD,831290012,CPC
ocds-5wno2w-CDC-GADPRB-004-2019-119867,2947543-DS-SO,1,"SERVICIOS DE ASISTENCIA, ASESORAMIENTO Y CONSEJO SOBRE CUESTIONES ARQUITECTONICAS Y AFINES",Unidad,SERCOP,44000.0,USD,832110011,CPC
ocds-5wno2w-CDC-GAD-PRB-005-2019-121193,2953948-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3666.96,USD,839900111,CPC
ocds-5wno2w-CDC-GAD-PRB-01-2019-121193,2891864-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,2325.89,USD,839900111,CPC
ocds-5wno2w-CDC-GAD-PRB-04_2019-121193,2971633-DS-SO,1,CALCULO ESTRUCTURAL PARA PROYECTOS DE INGENIERIA CIVIL,Unidad,SERCOP,6250.0,USD,833490031,CPC
ocds-5wno2w-CDC-GADPRB-04-2019-121193,2945197-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,13392.86,USD,831110212,CPC
ocds-5wno2w-CDC_GAD-PRB-04-2019-121957,2971817-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,Unidad,SERCOP,17857.14,USD,831110121,CPC
ocds-5wno2w-CDC-GADPRBAR-01-2019-96510,2940305-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,23214.29,USD,839900011,CPC
ocds-5wno2w-CDC-GADPRBAR-02-2019-96510,2968227-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3047.84,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRBE-001-2019-120511,2774177-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3500.92,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRBE-003-2019-120511,2812615-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,837.97,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRBE-005-2019-120511,2918441-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,Unidad,SERCOP,20000.0,USD,831110121,CPC
ocds-5wno2w-CDC-GADPRBM-001-2019-98091,2964637-DS-SO,1,"ADMINISTRACION Y MITIGACION DE RIESGOS, EN LOS SISTEMAS DE GESTION AMBIENTAL",Unidad,SERCOP,17857.14,USD,839900712,CPC
ocds-5wno2w-CDC-GADPRBM-002-2019-122108,2935472-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,22321.43,USD,839900011,CPC
ocds-5wno2w-CDC-GADPRBQ-001-2019-115090,2917533-DS-SO,1,SERVICIOS RELACIONADOS CON LOS OTROS SERVICIOS NECESARIOS PARA LA PRODUCCION AGRICOLA,Unidad,SERCOP,14550.0,USD,861100811,CPC
ocds-5wno2w-CDC_GADPRC_001_2019-108924,2977389-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,20000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPRC-001-2019M-120865,2962291-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,21428.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPRC-002-2019-145704,2766379-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,1656.8,USD,839900111,CPC
ocds-5wno2w-CDC-GADPRC-003-2019-138731,2887528-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3921.96,USD,839900111,CPC
