procuringEntity_name,Sector,NF003,NF010,NF016,NF018,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063,RF cases,Total cases,Total RF,Relacion contratos,Densidad RF
HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO,Salud,0,0,0,0,0,0,0,7,0,12,0,0,0,0,14,18,19,0.7777777777777778,1.3571428571428572
HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,Salud,0,0,0,0,0,0,0,11,0,15,0,0,0,0,25,39,26,0.6410256410256411,1.04
HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,Salud,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL DE ESPECIALIDADES PORTOVIEJO,Salud,0,0,0,0,0,0,0,1,0,8,0,0,0,0,8,9,9,0.8888888888888888,1.125
HOSPITAL DE INFECTOLOGIA,Salud,0,0,0,0,0,0,0,9,0,12,0,0,0,0,16,19,21,0.8421052631578947,1.3125
HOSPITAL DEL NIÑO FY,Salud,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,10,3,0.3,1.0
HOSPITAL DOCENTE DE AMBATO,Salud,0,0,0,0,0,0,0,22,0,33,0,0,0,0,44,53,55,0.8301886792452831,1.25
HOSPITAL DR. GUSTAVO DOMINGUEZ Z.,Salud,0,0,0,0,0,0,0,2,0,11,0,0,0,0,11,14,13,0.7857142857142857,1.1818181818181819
HOSPITAL GENERAL - AMBATO,Salud,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,18,5,0.2777777777777778,1.0
HOSPITAL GENERAL - MILAGRO,Salud,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.0,1.0
HOSPITAL GENERAL - PORTOVIEJO,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL GENERAL DE MACAS,Salud,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,2,0.6666666666666666,1.0
HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS,Salud,0,0,0,0,0,0,0,5,0,14,0,0,0,0,16,21,19,0.7619047619047619,1.1875
HOSPITAL GENERAL DOCENTE DE CALDERON,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL GENERAL DR. NAPOLEON DÁVILA CÓRDOVA,Salud,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
HOSPITAL GENERAL ENRIQUE GARCES,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL GENERAL FRANCISCO DE ORELLANA,Salud,2,0,0,0,0,1,0,7,0,9,0,0,2,0,15,16,21,0.9375,1.4
HOSPITAL GENERAL GUASMO SUR,Salud,0,0,0,0,0,0,0,24,0,27,0,0,0,0,43,51,51,0.8431372549019608,1.186046511627907
HOSPITAL GENERAL IESS SANTO DOMINGO,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
HOSPITAL GENERAL II DE LIBERTAD,Salud,0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,4,5,1.0,1.25
HOSPITAL GENERAL LEON BECERRA,Salud,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,6,0.5454545454545454,1.0
HOSPITAL GENERAL MACHALA,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0.75,1.0
HOSPITAL GENERAL MANTA,Salud,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,4,4,0.75,1.3333333333333333
HOSPITAL GENERAL MANUEL YGNACIO MONTEROS,Salud,0,0,0,0,0,0,0,2,0,9,0,0,0,0,9,12,11,0.75,1.2222222222222223
HOSPITAL GENERAL MARCO VINICIO IZA,Salud,0,0,0,0,0,0,0,2,0,13,0,0,0,0,13,15,15,0.8666666666666667,1.1538461538461537
HOSPITAL GENERAL MONTE SINAI,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL GENERAL PUYO,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
HOSPITAL GENERAL QUEVEDO,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL GENERAL SANTO DOMINGO,Salud,0,0,0,0,0,0,0,17,0,32,0,0,0,0,40,49,49,0.8163265306122449,1.225
HOSPITAL GENERAL TEOFILO DAVILA,Salud,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,2,1.0,1.0
HOSPITAL GENERAL-BABAHOYO,Salud,0,0,0,0,0,0,0,64,0,66,0,0,0,0,115,143,130,0.8041958041958042,1.1304347826086956
HOSPITAL GENERALPROVINCIAL LUIS G DAVILA,Salud,0,0,0,0,0,0,0,7,0,6,0,0,0,0,12,21,13,0.5714285714285714,1.0833333333333333
HOSPITAL GERIATRICO DOCTOR BOLIVAR ARGUELLO P,Salud,0,0,0,0,0,0,0,10,0,15,0,0,0,0,20,22,25,0.9090909090909091,1.25
HOSPITAL GÍNECO OBSTÉTRICO PEDIÁTRICO DE NUEVA AURORA LUZ ELENA ARISMENDI,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL HOMERO CASTANIER CRESPO,Salud,0,0,0,0,0,0,0,34,0,52,0,0,0,0,72,87,86,0.8275862068965517,1.1944444444444444
HOSPITAL LUIS F. MARTINEZ,Salud,0,0,0,0,0,0,0,5,0,17,0,0,0,0,19,23,22,0.8260869565217391,1.1578947368421053
HOSPITAL MARIANA DE JESUS,Salud,0,0,0,0,0,0,0,1,0,7,0,0,0,0,8,8,8,1.0,1.0
HOSPITAL MATILDE HIDALGO DE PROCEL,Salud,0,0,0,0,0,0,0,32,0,27,0,0,0,0,52,55,59,0.9454545454545454,1.1346153846153846
HOSPITAL MIGUEL H. ALCIVAR,Salud,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.0,1.0
HOSPITAL MÓVIL N1,Salud,0,0,0,0,0,0,0,5,0,1,0,0,0,0,5,24,6,0.20833333333333334,1.2
HOSPITAL NAVAL DE ESMERALDAS ,Salud,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
HOSPITAL NAVAL GUAYAQUIL,Salud,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL NICOLAS COTTO INFANTE,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"HOSPITAL OBSTETRICO ""ANGELA LOAYZA DE OLLAGUE""",Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
HOSPITAL OSKAR JANDL,Salud,0,0,0,0,0,0,0,11,0,24,0,0,0,0,31,42,35,0.7380952380952381,1.1290322580645162
HOSPITAL PEDIATRICO ALFONSO VILLAGOMEZ,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0.5,1.0
HOSPITAL PEDIATRICO BACA ORTIZ,Salud,0,0,0,0,0,0,0,12,0,9,0,0,0,0,19,50,21,0.38,1.105263157894737
"HOSPITAL PROVINCIAL ""MARTIN ICAZA""",Salud,0,0,0,0,0,0,0,1,0,12,0,0,0,0,12,15,13,0.8,1.0833333333333333
HOSPITAL PROVINCIAL DR VERDI CEVALLOS PORTOVIEJO (MANABI),Salud,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,3,4,0.6666666666666666,2.0
HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,Salud,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,11,9,0.8181818181818182,1.0
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA,Salud,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
HOSPITAL PROVINCIAL GENERAL PABLO ARTURO SUAREZ,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
HOSPITAL REPUBLICA DEL ECUADOR,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
HOSPITAL RODRIGUEZ ZAMBRANO MANTA,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
HOSPITAL SAGRADO CORAZON DE JESUS,Salud,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,1.0,3.0
HOSPITAL SAN FRANCISCO DE QUITO,Salud,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.0,1.0
HOSPITAL SAN LUIS DE OTAVALO,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
HOSPITAL SAN VICENTE DE PAUL,Salud,0,0,0,0,0,0,0,3,0,7,0,0,0,0,9,15,10,0.6,1.1111111111111112
HOSPITAL SAN VICENTE DE PAUL-IBARRA,Salud,0,0,0,0,0,0,0,22,0,13,0,0,0,0,30,53,35,0.5660377358490566,1.1666666666666667
HOSPITAL UNIVERSITARIO DE GUAYAQUIL,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0.3333333333333333,1.0
HOSPITAL VICENTE CORRAL MOSCOSO,Salud,0,0,0,0,0,0,0,2,0,12,0,0,0,0,14,24,14,0.5833333333333334,1.0
HOSPITAL EUGENIO ESPEJO,Salud,0,0,0,0,0,0,0,2,0,15,0,0,0,0,15,23,17,0.6521739130434783,1.1333333333333333
HOSPITAL GENERAL DEL SUR DE QUITO,Salud,0,0,0,0,0,0,0,21,0,31,0,0,0,0,47,56,52,0.8392857142857143,1.1063829787234043
HOSPITAL GUAYAQUIL ABEL GILBERT PONTON,Salud,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,4,5,1.0,1.25
HOSPITAL PROVINCIAL ALFREDO NOBOA MONTENEGRO,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0.6,1.0
HOSPITAL PSIQUIÁTRICO SAN LÁZARO,Salud,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,0.3333333333333333,2.0
HOSPITAL QUITO NO.1 DE LA POLICIA NACIONAL,Salud,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,3,3,0.6666666666666666,1.5
"I-DE ""SHYRIS""",Defensa Nacional,0,0,0,0,0,0,0,8,0,17,0,0,0,0,23,36,25,0.6388888888888888,1.0869565217391304
IESS CENTRO DE SALUD A - EL COCA.,Salud,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,7,0.7,1.0
IESS UNIDAD DE ATENCION AMBULATORIA SAN CRISTOBAL,Salud,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,19,19,1.0,1.0
IKIAM E.P.,Gobierno Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
ILUSTRE MUNICIPALIDAD DE SANTA ELENA,Investigacion,0,0,0,0,0,0,0,2,0,10,0,0,0,0,10,12,12,0.8333333333333334,1.2
INIAP ESTACION EXPERIMENTAL PORTOVIEJO,Investigacion,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,9,1.0,1.0
INSTITUTO DE INVESTIGACIÓN GEOLÓGICO Y ENERGÉTICO,Investigacion,1,0,0,0,0,1,0,1,0,13,0,0,0,0,13,15,16,0.8666666666666667,1.2307692307692308
"INSTITUTO DE INVESTIGACIÓN, CAPACITACIÓN Y PROMOCIÓN POLITICO ELECTORAL-INSTITUTO DE LA DEMOCRACIA",Investigacion,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL,Salud,0,0,0,2,0,0,0,33,0,18,0,0,0,0,48,138,53,0.34782608695652173,1.1041666666666667
INSTITUTO GEOGRAFICO MILITAR,Investigacion,0,0,0,0,0,0,0,6,0,6,0,0,0,0,10,12,12,0.8333333333333334,1.2
INSTITUTO NACIONAL DE ESTADISTICA Y CENSOS,Administrativo,0,0,0,0,0,0,0,4,0,6,0,0,0,0,7,24,10,0.2916666666666667,1.4285714285714286
INSTITUTO NACIONAL DE INVESTIGACIÓN EN SALUD PUBLICA -INSPI- DR. LEOPOLDO IZQUIETA PÉREZ,Salud,0,0,0,0,0,0,0,1,0,13,0,0,0,0,13,16,14,0.8125,1.0769230769230769
INSTITUTO NACIONAL DE PATRIMONIO CULTURAL,Cultural,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
INSTITUTO OCEANOGRAFICO DE LA ARMADA,Investigacion,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
INSTITUTO PROVINCIAL DE ASISTENCIA SOCIAL DE BOLIVAR - IPASB,Bienestar Social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"INSTITUTO TECNOLOGICO SUPERIOR ""CENTRO TECNOLOGICO NAVAL""",Educacion,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
ISSFA,Salud,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,8,4,0.5,1.0
IV DE AMAZONAS,Defensa Nacional,0,0,0,0,0,0,0,6,0,24,0,0,0,0,26,39,30,0.6666666666666666,1.1538461538461537
ILUSTRE MUNICIPALIDAD DEL CANTÓN JAMA,Gobierno Municipal,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,15,2,0.13333333333333333,1.0
INIAP ESTACION EXPERIMENTAL SANTA CATALINA,Investigacion,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,4,0.5,1.0
INSTITUTO ANTARTICO ECUATORIANO,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.0,1.0
JUNTA PAROOQUIAL SUMACO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL 10 DE AGOSTO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL BARRAGANETE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL CALDERON,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE  GARZA REAL,Gobierno Parroquial,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,3,1.0,1.5
JUNTA PARROQUIAL DE ALOASI,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
JUNTA PARROQUIAL DE CHANTACO,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
JUNTA PARROQUIAL DE CHARAPOTO ,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE CHIBUNGA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE CHIGUAZA,Gobierno Parroquial,0,0,0,0,0,0,1,2,0,3,0,0,0,0,3,3,6,1.0,2.0
JUNTA PARROQUIAL DE CHUGCHILAN,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,5,0.8333333333333334,1.0
JUNTA PARROQUIAL DE CHUMUNDE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE IMBAYA,Gobierno Parroquial,0,0,0,0,0,0,0,7,0,7,0,0,0,0,14,40,14,0.35,1.0
JUNTA PARROQUIAL DE ISINLIVI,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE MARISCAL SUCRE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32,1,0.03125,1.0
JUNTA PARROQUIAL DE NOVILLO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE PATAQUI,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE PATRICIA PILAR,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
JUNTA PARROQUIAL DE PUERTO CAYO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE QUICHINCHE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL DE RICAURTE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE RICAURTE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL DE RUMIPAMBA,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
JUNTA PARROQUIAL DE SALINAS,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE SAN ANTONIO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE SAN JUAN ,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE SUMAYPAMBA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE TAQUIL,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE TONCHIGÜE,Gobierno Parroquial,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,3,1.0,1.5
JUNTA PARROQUIAL EL PLAYON,Gobierno Parroquial,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,4,1.0,2.0
JUNTA PARROQUIAL EL VALLE,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,3,0,1,0,0,3,3,5,1.0,1.6666666666666667
JUNTA PARROQUIAL ENOKANQUI,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
JUNTA PARROQUIAL GENERAL FARFAN,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL GUARE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0.16666666666666666,1.0
JUNTA PARROQUIAL INGAPIRCA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
JUNTA PARROQUIAL JAMBELI,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL LIMONCOCHA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL MIGUEL EGAS,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL NUEVA FATIMA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL PLAZA GUTIERREZ,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL PUERTO MACHALILLA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL REMIGIO CRESPO TORAL,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
JUNTA PARROQUIAL RURAL PIMOCHA,Gobierno Parroquial,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,6,7,1.0,1.1666666666666667
JUNTA PARROQUIAL SAN JOSE DE DAHUANO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL SAN SEBASTIAN DE YULUC,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL SANTA MARIANITA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
JUNTA PARROQUIAL SANTO DOMINGO DE ONZOLE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL TRES DE NOVIEMBRE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAN DE SAN ISIDRO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTAPARROQUIAL DE MALIMPIA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
JUNTAPARROQUIALDEOYACAHI,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL ARQ. SIXTO DURAN BALLEN,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL EL PROGRESO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
JUNTA PARROQUIAL GUAYTACAMA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL ISLA DE BEJUCAL,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL LUIS CORDERO VEGA,Gobierno Parroquial,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,26,7,0.2692307692307692,1.0
JUNTA PARROQUIAL POSORJA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL PUEBLO NUEVO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL RURAL SAN CARLOS,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
JUNTA PARROQUIAL RURAL DE SAN JOSE DEL TAMBO,Gobierno Parroquial,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5,22,5,0.22727272727272727,1.0
JUNTA PARROQUIAL SAM FERNANDO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL SAN PLÁCIDO,Gobierno Parroquial,0,0,0,0,0,0,0,6,0,7,0,0,0,0,13,36,13,0.3611111111111111,1.0
JUNTA PARROQUIAL TABABELA ,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE ALHAJUELA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE ANTONIO SOTOMAYOR,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
JUNTA PARROQUIAL DE BELLAVISTA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
JUNTA PARROQUIAL DE BOYACA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL DE COJIMIES,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,8,1.0,1.0
JUNTA PARROQUIAL DE COMPUD,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
JUNTA PARROQUIAL DE CURARAY,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL DE JULIO ANDRADE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE MONTE OLIVO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE ORIANGA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL DE QUINGEO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL DE RICAURTE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE RICAURTE,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
JUNTA PARROQUIAL DE SANTA ROSA DE CUZUBAMBA,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE TAMBILLO,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,2,0.4,1.0
JUNTA PARROQUIAL DE ZAPOTAL,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
JUNTA PARROQUIAL DE LA ASUNCION,Gobierno Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
LA CUADRA COMPAÑIA INMOBILIARIA Y COMERCIALIZADORA S.A INMOSOLUCION,Comercio,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,4,4,0.75,1.3333333333333333
LIGA DEPORTIVA CANTONAL DE QUEVEDO,Deporte,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,9,3,0.3333333333333333,1.0
MANCOMUNIDAD DE LA BIO REGIÓN DE CHOCÓ-ANDINO DEL NOROCCIDENTE DE QUITO,Gobierno Municipal,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,4,3,0.5,1.5
MANCOMUNIDAD DE MUNICIPALIDADES DEL SUROCCIDENTE DE LA PROVINCIA DE LOJA BOSQUE SECO,Gobierno Municipal,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
MANCOMUNIDAD DE TRANSITO SUCUMBIOS EP,Gobierno Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
MANCOMUNIDAD DEL NORTE DEL ECUADOR,Gobierno Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
"MANCOMUNIDAD DEL PUEBLO CAÑARI ENTRE LAS MUNICIPALIDADES DE LOS CANTONES CAÑAR, EL TAMBO, SUSCAL Y BIBLIAN",Gobierno Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
MANCOMUNIDAD LAS MELIPONAS,Gobierno Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
